line_number,raw_line,timestamp_raw,parsed_datetime,host,process,pid,event_type,attack_stage,username,source_ip,source_port,command,is_privileged_account,is_suspicious_source,parse_status
4763,Jul 09 01:19:45 backup01 sshd[9768]: Failed password for backup from 198.51.100.88 port 54394 ssh2,Jul 09 01:19:45,2026-07-09 01:19:45,backup01,sshd,9768,failed_password,initial_access_attempt,backup,198.51.100.88,54394,,True,True,parsed
4764,Jul 09 01:19:55 backup01 sshd[8620]: Failed password for invalid user admin from 198.51.100.88 port 30850 ssh2,Jul 09 01:19:55,2026-07-09 01:19:55,backup01,sshd,8620,failed_password,initial_access_attempt,admin,198.51.100.88,30850,,True,True,parsed
4765,Jul 09 01:19:45 backup01 sshd[4722]: error: maximum authentication attempts exceeded for root from 198.51.100.88 port 32201 ssh2 [preauth],Jul 09 01:19:45,2026-07-09 01:19:45,backup01,sshd,4722,max_auth_attempts,brute_force_or_password_spraying,root,198.51.100.88,32201,,True,True,parsed
4766,Jul 09 01:19:59 backup01 sshd[7464]: Failed password for deploy from 198.51.100.88 port 45267 ssh2,Jul 09 01:19:59,2026-07-09 01:19:59,backup01,sshd,7464,failed_password,initial_access_attempt,deploy,198.51.100.88,45267,,False,True,parsed
4767,Jul 09 01:20:01 backup01 sshd[6611]: Failed password for invalid user admin from 198.51.100.88 port 53367 ssh2,Jul 09 01:20:01,2026-07-09 01:20:01,backup01,sshd,6611,failed_password,initial_access_attempt,admin,198.51.100.88,53367,,True,True,parsed
4768,Jul 09 01:20:03 backup01 sshd[2339]: Failed password for invalid user admin from 198.51.100.88 port 35695 ssh2,Jul 09 01:20:03,2026-07-09 01:20:03,backup01,sshd,2339,failed_password,initial_access_attempt,admin,198.51.100.88,35695,,True,True,parsed
4769,Jul 09 01:20:20 backup01 sshd[8682]: Failed password for invalid user admin from 198.51.100.88 port 59398 ssh2,Jul 09 01:20:20,2026-07-09 01:20:20,backup01,sshd,8682,failed_password,initial_access_attempt,admin,198.51.100.88,59398,,True,True,parsed
4770,Jul 09 01:20:45 backup01 sshd[2260]: Failed password for deploy from 198.51.100.88 port 57080 ssh2,Jul 09 01:20:45,2026-07-09 01:20:45,backup01,sshd,2260,failed_password,initial_access_attempt,deploy,198.51.100.88,57080,,False,True,parsed
4771,Jul 09 01:20:51 backup01 sshd[2790]: Failed password for deploy from 198.51.100.88 port 52305 ssh2,Jul 09 01:20:51,2026-07-09 01:20:51,backup01,sshd,2790,failed_password,initial_access_attempt,deploy,198.51.100.88,52305,,False,True,parsed
4772,Jul 09 01:21:29 backup01 sshd[4480]: Failed password for root from 198.51.100.88 port 49907 ssh2,Jul 09 01:21:29,2026-07-09 01:21:29,backup01,sshd,4480,failed_password,initial_access_attempt,root,198.51.100.88,49907,,True,True,parsed
4773,Jul 09 01:21:30 backup01 sshd[5629]: Failed password for deploy from 198.51.100.88 port 60528 ssh2,Jul 09 01:21:30,2026-07-09 01:21:30,backup01,sshd,5629,failed_password,initial_access_attempt,deploy,198.51.100.88,60528,,False,True,parsed
4774,Jul 09 01:21:31 backup01 sshd[4186]: Failed password for root from 198.51.100.88 port 51874 ssh2,Jul 09 01:21:31,2026-07-09 01:21:31,backup01,sshd,4186,failed_password,initial_access_attempt,root,198.51.100.88,51874,,True,True,parsed
4775,Jul 09 01:21:31 backup01 sshd[5791]: Failed password for backup from 198.51.100.88 port 54313 ssh2,Jul 09 01:21:31,2026-07-09 01:21:31,backup01,sshd,5791,failed_password,initial_access_attempt,backup,198.51.100.88,54313,,True,True,parsed
4776,Jul 09 01:21:42 backup01 sshd[5584]: Failed password for root from 198.51.100.88 port 53584 ssh2,Jul 09 01:21:42,2026-07-09 01:21:42,backup01,sshd,5584,failed_password,initial_access_attempt,root,198.51.100.88,53584,,True,True,parsed
4777,Jul 09 01:22:14 backup01 sshd[1628]: Failed password for backup from 198.51.100.88 port 30663 ssh2,Jul 09 01:22:14,2026-07-09 01:22:14,backup01,sshd,1628,failed_password,initial_access_attempt,backup,198.51.100.88,30663,,True,True,parsed
4778,Jul 09 01:22:27 backup01 sshd[4524]: Failed password for backup from 198.51.100.88 port 37265 ssh2,Jul 09 01:22:27,2026-07-09 01:22:27,backup01,sshd,4524,failed_password,initial_access_attempt,backup,198.51.100.88,37265,,True,True,parsed
4779,Jul 09 01:22:27 backup01 sshd[5884]: error: maximum authentication attempts exceeded for backup from 198.51.100.88 port 57360 ssh2 [preauth],Jul 09 01:22:27,2026-07-09 01:22:27,backup01,sshd,5884,max_auth_attempts,brute_force_or_password_spraying,backup,198.51.100.88,57360,,True,True,parsed
4780,Jul 09 01:23:23 backup01 sshd[6601]: Failed password for invalid user oracle from 198.51.100.88 port 33543 ssh2,Jul 09 01:23:23,2026-07-09 01:23:23,backup01,sshd,6601,failed_password,initial_access_attempt,oracle,198.51.100.88,33543,,False,True,parsed
4781,Jul 09 01:23:40 backup01 sshd[9318]: Failed password for root from 198.51.100.88 port 54661 ssh2,Jul 09 01:23:40,2026-07-09 01:23:40,backup01,sshd,9318,failed_password,initial_access_attempt,root,198.51.100.88,54661,,True,True,parsed
4782,Jul 09 01:23:50 backup01 sshd[7636]: Failed password for root from 198.51.100.88 port 34087 ssh2,Jul 09 01:23:50,2026-07-09 01:23:50,backup01,sshd,7636,failed_password,initial_access_attempt,root,198.51.100.88,34087,,True,True,parsed
4783,Jul 09 01:24:09 backup01 sshd[1763]: Failed password for invalid user admin from 198.51.100.88 port 36712 ssh2,Jul 09 01:24:09,2026-07-09 01:24:09,backup01,sshd,1763,failed_password,initial_access_attempt,admin,198.51.100.88,36712,,True,True,parsed
4784,Jul 09 01:24:11 backup01 sshd[5504]: Failed password for backup from 198.51.100.88 port 52523 ssh2,Jul 09 01:24:11,2026-07-09 01:24:11,backup01,sshd,5504,failed_password,initial_access_attempt,backup,198.51.100.88,52523,,True,True,parsed
4785,Jul 09 01:24:17 backup01 sshd[6575]: Failed password for backup from 198.51.100.88 port 49667 ssh2,Jul 09 01:24:17,2026-07-09 01:24:17,backup01,sshd,6575,failed_password,initial_access_attempt,backup,198.51.100.88,49667,,True,True,parsed
4786,Jul 09 01:24:26 backup01 sshd[9537]: Failed password for invalid user oracle from 198.51.100.88 port 54619 ssh2,Jul 09 01:24:26,2026-07-09 01:24:26,backup01,sshd,9537,failed_password,initial_access_attempt,oracle,198.51.100.88,54619,,False,True,parsed
4787,Jul 09 01:24:44 backup01 sshd[2799]: Failed password for postgres from 198.51.100.88 port 55986 ssh2,Jul 09 01:24:44,2026-07-09 01:24:44,backup01,sshd,2799,failed_password,initial_access_attempt,postgres,198.51.100.88,55986,,False,True,parsed
4788,Jul 09 01:24:44 backup01 sshd[8771]: Failed password for backup from 198.51.100.88 port 49815 ssh2,Jul 09 01:24:44,2026-07-09 01:24:44,backup01,sshd,8771,failed_password,initial_access_attempt,backup,198.51.100.88,49815,,True,True,parsed
4789,Jul 09 01:24:53 backup01 sshd[3706]: Failed password for root from 198.51.100.88 port 53034 ssh2,Jul 09 01:24:53,2026-07-09 01:24:53,backup01,sshd,3706,failed_password,initial_access_attempt,root,198.51.100.88,53034,,True,True,parsed
4790,Jul 09 01:24:53 backup01 sshd[3363]: error: maximum authentication attempts exceeded for root from 198.51.100.88 port 40093 ssh2 [preauth],Jul 09 01:24:53,2026-07-09 01:24:53,backup01,sshd,3363,max_auth_attempts,brute_force_or_password_spraying,root,198.51.100.88,40093,,True,True,parsed
4791,Jul 09 01:25:27 backup01 sshd[2546]: Failed password for postgres from 198.51.100.88 port 48897 ssh2,Jul 09 01:25:27,2026-07-09 01:25:27,backup01,sshd,2546,failed_password,initial_access_attempt,postgres,198.51.100.88,48897,,False,True,parsed
4792,Jul 09 01:25:29 backup01 sshd[8030]: Failed password for backup from 198.51.100.88 port 37329 ssh2,Jul 09 01:25:29,2026-07-09 01:25:29,backup01,sshd,8030,failed_password,initial_access_attempt,backup,198.51.100.88,37329,,True,True,parsed
4793,Jul 09 01:25:34 backup01 sshd[1831]: Failed password for backup from 198.51.100.88 port 36367 ssh2,Jul 09 01:25:34,2026-07-09 01:25:34,backup01,sshd,1831,failed_password,initial_access_attempt,backup,198.51.100.88,36367,,True,True,parsed
4794,Jul 09 01:25:35 backup01 sshd[1240]: Failed password for backup from 198.51.100.88 port 51733 ssh2,Jul 09 01:25:35,2026-07-09 01:25:35,backup01,sshd,1240,failed_password,initial_access_attempt,backup,198.51.100.88,51733,,True,True,parsed
4795,Jul 09 01:25:46 backup01 sshd[1693]: Failed password for invalid user admin from 198.51.100.88 port 50116 ssh2,Jul 09 01:25:46,2026-07-09 01:25:46,backup01,sshd,1693,failed_password,initial_access_attempt,admin,198.51.100.88,50116,,True,True,parsed
4796,Jul 09 01:25:57 backup01 sshd[3063]: Failed password for invalid user admin from 198.51.100.88 port 41510 ssh2,Jul 09 01:25:57,2026-07-09 01:25:57,backup01,sshd,3063,failed_password,initial_access_attempt,admin,198.51.100.88,41510,,True,True,parsed
4797,Jul 09 01:26:08 backup01 sshd[3059]: Failed password for invalid user admin from 198.51.100.88 port 47095 ssh2,Jul 09 01:26:08,2026-07-09 01:26:08,backup01,sshd,3059,failed_password,initial_access_attempt,admin,198.51.100.88,47095,,True,True,parsed
4798,Jul 09 01:26:23 backup01 sshd[7953]: Failed password for root from 198.51.100.88 port 45464 ssh2,Jul 09 01:26:23,2026-07-09 01:26:23,backup01,sshd,7953,failed_password,initial_access_attempt,root,198.51.100.88,45464,,True,True,parsed
4799,Jul 09 01:26:24 backup01 sshd[1241]: Failed password for invalid user admin from 198.51.100.88 port 46736 ssh2,Jul 09 01:26:24,2026-07-09 01:26:24,backup01,sshd,1241,failed_password,initial_access_attempt,admin,198.51.100.88,46736,,True,True,parsed
4800,Jul 09 01:26:44 backup01 sshd[8533]: Failed password for invalid user admin from 198.51.100.88 port 45829 ssh2,Jul 09 01:26:44,2026-07-09 01:26:44,backup01,sshd,8533,failed_password,initial_access_attempt,admin,198.51.100.88,45829,,True,True,parsed
4801,Jul 09 01:27:43 backup01 sshd[4264]: Failed password for postgres from 198.51.100.88 port 61004 ssh2,Jul 09 01:27:43,2026-07-09 01:27:43,backup01,sshd,4264,failed_password,initial_access_attempt,postgres,198.51.100.88,61004,,False,True,parsed
4802,Jul 09 01:28:05 backup01 sshd[6398]: Failed password for backup from 198.51.100.88 port 59122 ssh2,Jul 09 01:28:05,2026-07-09 01:28:05,backup01,sshd,6398,failed_password,initial_access_attempt,backup,198.51.100.88,59122,,True,True,parsed
4803,Jul 09 01:28:14 backup01 sshd[7004]: Failed password for root from 198.51.100.88 port 36610 ssh2,Jul 09 01:28:14,2026-07-09 01:28:14,backup01,sshd,7004,failed_password,initial_access_attempt,root,198.51.100.88,36610,,True,True,parsed
4804,Jul 09 01:28:16 backup01 sshd[7072]: Failed password for postgres from 198.51.100.88 port 62184 ssh2,Jul 09 01:28:16,2026-07-09 01:28:16,backup01,sshd,7072,failed_password,initial_access_attempt,postgres,198.51.100.88,62184,,False,True,parsed
4805,Jul 09 01:28:16 backup01 sshd[8454]: Failed password for root from 198.51.100.88 port 53759 ssh2,Jul 09 01:28:16,2026-07-09 01:28:16,backup01,sshd,8454,failed_password,initial_access_attempt,root,198.51.100.88,53759,,True,True,parsed
4806,Jul 09 01:28:18 backup01 sshd[1704]: Accepted password for j.singer from 192.0.2.12 port 33784 ssh2,Jul 09 01:28:18,2026-07-09 01:28:18,backup01,sshd,1704,accepted_password,possible_successful_access,j.singer,192.0.2.12,33784,,False,True,parsed
4807,Jul 09 01:28:24 backup01 sshd[3578]: Failed password for invalid user admin from 198.51.100.88 port 64149 ssh2,Jul 09 01:28:24,2026-07-09 01:28:24,backup01,sshd,3578,failed_password,initial_access_attempt,admin,198.51.100.88,64149,,True,True,parsed
4808,Jul 09 01:28:18 backup01 sshd[2147]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 09 01:28:18,2026-07-09 01:28:18,backup01,sshd,2147,session_opened,session_activity,j.singer,,,,False,False,parsed
4809,Jul 09 01:28:27 backup01 sshd[3049]: Failed password for backup from 198.51.100.88 port 63009 ssh2,Jul 09 01:28:27,2026-07-09 01:28:27,backup01,sshd,3049,failed_password,initial_access_attempt,backup,198.51.100.88,63009,,True,True,parsed
4810,Jul 09 01:28:29 backup01 sshd[8940]: Failed password for backup from 198.51.100.88 port 34385 ssh2,Jul 09 01:28:29,2026-07-09 01:28:29,backup01,sshd,8940,failed_password,initial_access_attempt,backup,198.51.100.88,34385,,True,True,parsed
4811,Jul 09 01:28:40 backup01 sshd[4215]: Failed password for backup from 198.51.100.88 port 43256 ssh2,Jul 09 01:28:40,2026-07-09 01:28:40,backup01,sshd,4215,failed_password,initial_access_attempt,backup,198.51.100.88,43256,,True,True,parsed
4812,Jul 09 01:28:41 backup01 sshd[1272]: Failed password for root from 198.51.100.88 port 38443 ssh2,Jul 09 01:28:41,2026-07-09 01:28:41,backup01,sshd,1272,failed_password,initial_access_attempt,root,198.51.100.88,38443,,True,True,parsed
4813,Jul 09 01:28:44 backup01 sshd[8848]: Failed password for backup from 198.51.100.88 port 56748 ssh2,Jul 09 01:28:44,2026-07-09 01:28:44,backup01,sshd,8848,failed_password,initial_access_attempt,backup,198.51.100.88,56748,,True,True,parsed
4814,Jul 09 01:28:47 backup01 sshd[2396]: Failed password for backup from 198.51.100.88 port 30780 ssh2,Jul 09 01:28:47,2026-07-09 01:28:47,backup01,sshd,2396,failed_password,initial_access_attempt,backup,198.51.100.88,30780,,True,True,parsed
4815,Jul 09 01:28:18 backup01 sudo:    j.singer : TTY=pts/3 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/apt update,Jul 09 01:28:18,2026-07-09 01:28:18,backup01,sudo,,sudo_command,post_login_privileged_activity,j.singer,,,/usr/bin/apt update,False,False,parsed
4816,Jul 09 01:28:56 backup01 sshd[7085]: Failed password for backup from 198.51.100.88 port 59149 ssh2,Jul 09 01:28:56,2026-07-09 01:28:56,backup01,sshd,7085,failed_password,initial_access_attempt,backup,198.51.100.88,59149,,True,True,parsed
4817,Jul 09 01:29:14 backup01 sshd[9618]: Failed password for backup from 198.51.100.88 port 63048 ssh2,Jul 09 01:29:14,2026-07-09 01:29:14,backup01,sshd,9618,failed_password,initial_access_attempt,backup,198.51.100.88,63048,,True,True,parsed
4818,Jul 09 01:29:43 backup01 sshd[2788]: Failed password for backup from 198.51.100.88 port 30192 ssh2,Jul 09 01:29:43,2026-07-09 01:29:43,backup01,sshd,2788,failed_password,initial_access_attempt,backup,198.51.100.88,30192,,True,True,parsed
4819,Jul 09 01:30:30 backup01 sshd[3051]: Failed password for root from 198.51.100.88 port 59425 ssh2,Jul 09 01:30:30,2026-07-09 01:30:30,backup01,sshd,3051,failed_password,initial_access_attempt,root,198.51.100.88,59425,,True,True,parsed
4820,Jul 09 01:30:36 backup01 sshd[1408]: Failed password for backup from 198.51.100.88 port 54032 ssh2,Jul 09 01:30:36,2026-07-09 01:30:36,backup01,sshd,1408,failed_password,initial_access_attempt,backup,198.51.100.88,54032,,True,True,parsed
4821,Jul 09 01:30:40 backup01 sshd[7397]: Failed password for backup from 198.51.100.88 port 50193 ssh2,Jul 09 01:30:40,2026-07-09 01:30:40,backup01,sshd,7397,failed_password,initial_access_attempt,backup,198.51.100.88,50193,,True,True,parsed
4822,Jul 09 01:30:42 backup01 sshd[1721]: Failed password for invalid user oracle from 198.51.100.88 port 34640 ssh2,Jul 09 01:30:42,2026-07-09 01:30:42,backup01,sshd,1721,failed_password,initial_access_attempt,oracle,198.51.100.88,34640,,False,True,parsed
4823,Jul 09 01:30:43 backup01 sshd[6164]: Failed password for backup from 198.51.100.88 port 51095 ssh2,Jul 09 01:30:43,2026-07-09 01:30:43,backup01,sshd,6164,failed_password,initial_access_attempt,backup,198.51.100.88,51095,,True,True,parsed
4824,Jul 09 01:30:58 backup01 sshd[3417]: Failed password for backup from 198.51.100.88 port 30865 ssh2,Jul 09 01:30:58,2026-07-09 01:30:58,backup01,sshd,3417,failed_password,initial_access_attempt,backup,198.51.100.88,30865,,True,True,parsed
4825,Jul 09 01:31:10 backup01 sshd[7539]: Failed password for root from 198.51.100.88 port 42918 ssh2,Jul 09 01:31:10,2026-07-09 01:31:10,backup01,sshd,7539,failed_password,initial_access_attempt,root,198.51.100.88,42918,,True,True,parsed
4826,Jul 09 01:31:14 backup01 sshd[2514]: Failed password for backup from 198.51.100.88 port 31309 ssh2,Jul 09 01:31:14,2026-07-09 01:31:14,backup01,sshd,2514,failed_password,initial_access_attempt,backup,198.51.100.88,31309,,True,True,parsed
4827,Jul 09 01:31:18 backup01 sshd[1536]: Failed password for root from 198.51.100.88 port 42903 ssh2,Jul 09 01:31:18,2026-07-09 01:31:18,backup01,sshd,1536,failed_password,initial_access_attempt,root,198.51.100.88,42903,,True,True,parsed
4828,Jul 09 01:31:20 backup01 sshd[8207]: Failed password for postgres from 198.51.100.88 port 49352 ssh2,Jul 09 01:31:20,2026-07-09 01:31:20,backup01,sshd,8207,failed_password,initial_access_attempt,postgres,198.51.100.88,49352,,False,True,parsed
4829,Jul 09 01:31:25 backup01 sshd[7125]: Failed password for root from 198.51.100.88 port 59355 ssh2,Jul 09 01:31:25,2026-07-09 01:31:25,backup01,sshd,7125,failed_password,initial_access_attempt,root,198.51.100.88,59355,,True,True,parsed
4830,Jul 09 01:31:29 backup01 sshd[2532]: Failed password for postgres from 198.51.100.88 port 64037 ssh2,Jul 09 01:31:29,2026-07-09 01:31:29,backup01,sshd,2532,failed_password,initial_access_attempt,postgres,198.51.100.88,64037,,False,True,parsed
4831,Jul 09 01:31:49 backup01 sshd[6494]: Failed password for invalid user admin from 198.51.100.88 port 59831 ssh2,Jul 09 01:31:49,2026-07-09 01:31:49,backup01,sshd,6494,failed_password,initial_access_attempt,admin,198.51.100.88,59831,,True,True,parsed
4832,Jul 09 01:32:14 backup01 sshd[6155]: Failed password for root from 198.51.100.88 port 30071 ssh2,Jul 09 01:32:14,2026-07-09 01:32:14,backup01,sshd,6155,failed_password,initial_access_attempt,root,198.51.100.88,30071,,True,True,parsed
4833,Jul 09 01:32:19 backup01 sshd[9474]: Failed password for deploy from 198.51.100.88 port 47114 ssh2,Jul 09 01:32:19,2026-07-09 01:32:19,backup01,sshd,9474,failed_password,initial_access_attempt,deploy,198.51.100.88,47114,,False,True,parsed
4834,Jul 09 01:32:50 backup01 sshd[7220]: Failed password for backup from 198.51.100.88 port 63152 ssh2,Jul 09 01:32:50,2026-07-09 01:32:50,backup01,sshd,7220,failed_password,initial_access_attempt,backup,198.51.100.88,63152,,True,True,parsed
4835,Jul 09 01:32:51 backup01 sshd[3166]: Failed password for backup from 198.51.100.88 port 43400 ssh2,Jul 09 01:32:51,2026-07-09 01:32:51,backup01,sshd,3166,failed_password,initial_access_attempt,backup,198.51.100.88,43400,,True,True,parsed
4836,Jul 09 01:33:05 backup01 sshd[6521]: Failed password for invalid user admin from 198.51.100.88 port 53987 ssh2,Jul 09 01:33:05,2026-07-09 01:33:05,backup01,sshd,6521,failed_password,initial_access_attempt,admin,198.51.100.88,53987,,True,True,parsed
4837,Jul 09 01:33:09 backup01 sshd[7996]: Failed password for deploy from 198.51.100.88 port 56814 ssh2,Jul 09 01:33:09,2026-07-09 01:33:09,backup01,sshd,7996,failed_password,initial_access_attempt,deploy,198.51.100.88,56814,,False,True,parsed
4838,Jul 09 01:33:32 backup01 sshd[6915]: Failed password for backup from 198.51.100.88 port 39758 ssh2,Jul 09 01:33:32,2026-07-09 01:33:32,backup01,sshd,6915,failed_password,initial_access_attempt,backup,198.51.100.88,39758,,True,True,parsed
